GEO ID,County,State Abbreviation,State,Year,County PrEP-to-Need Ratio,Male PrEP-to-Need Ratio,Female PrEP-to-Need Ratio,Age LE 24 PrEP-to-Need Ratio,Age 25-34 PrEP-to-Need Ratio,Age 35-44 PrEP-to-Need Ratio,Age 45-54 PrEP-to-Need Ratio,Age 55+ PrEP-to-Need Ratio
18123,Perry County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18125,Pike County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18127,Porter County,IN,Indiana,2018,10,-1,-1,-1,-1,-1,-1,-1
18129,Posey County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18131,Pulaski County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18133,Putnam County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18135,Randolph County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18137,Ripley County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18139,Rush County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18141,St. Joseph County,IN,Indiana,2018,3.42,4.43,-1,-1,3.67,-1,-1,-1
18143,Scott County,IN,Indiana,2018,1.5,-1,-1,-1,-1,-1,-1,-1
18145,Shelby County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18147,Spencer County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18149,Starke County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18151,Steuben County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18153,Sullivan County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18155,Switzerland County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18157,Tippecanoe County,IN,Indiana,2018,7.63,-1,-1,-1,-1,-1,-1,-1
18159,Tipton County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18161,Union County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18163,Vanderburgh County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18165,Vermillion County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18167,Vigo County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18169,Wabash County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18171,Warren County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18173,Warrick County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18175,Washington County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18177,Wayne County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18179,Wells County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18181,White County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
18183,Whitley County,IN,Indiana,2018,-1,-1,-1,-1,-1,-1,-1,-1
19001,Adair County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19003,Adams County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19005,Allamakee County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19007,Appanoose County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19009,Audubon County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19011,Benton County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19013,Black Hawk County,IA,Iowa,2018,4,-1,-1,-1,-1,-1,-1,-1
19015,Boone County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19017,Bremer County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19019,Buchanan County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19021,Buena Vista County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19023,Butler County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19025,Calhoun County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19027,Carroll County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19029,Cass County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19031,Cedar County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19033,Cerro Gordo County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19035,Cherokee County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19037,Chickasaw County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19039,Clarke County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19041,Clay County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19043,Clayton County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19045,Clinton County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19047,Crawford County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19049,Dallas County,IA,Iowa,2018,5.33,-1,-1,-1,-1,-1,-1,-1
19051,Davis County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19053,Decatur County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19055,Delaware County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19057,Des Moines County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19059,Dickinson County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19061,Dubuque County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19063,Emmet County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19065,Fayette County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19067,Floyd County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19069,Franklin County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19071,Fremont County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19073,Greene County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19075,Grundy County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19077,Guthrie County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19079,Hamilton County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19081,Hancock County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19083,Hardin County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19085,Harrison County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19087,Henry County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19089,Howard County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19091,Humboldt County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19093,Ida County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19095,Iowa County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19097,Jackson County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19099,Jasper County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19101,Jefferson County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19103,Johnson County,IA,Iowa,2018,5.92,-1,-1,3.4,-1,-1,-1,-1
19105,Jones County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19107,Keokuk County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19109,Kossuth County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19111,Lee County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19113,Linn County,IA,Iowa,2018,10.89,10.56,-1,-1,7.6,-1,-1,-1
19115,Louisa County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19117,Lucas County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19119,Lyon County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19121,Madison County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19123,Mahaska County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19125,Marion County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19127,Marshall County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19129,Mills County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19131,Mitchell County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19133,Monona County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19135,Monroe County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19137,Montgomery County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19139,Muscatine County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19141,O'Brien County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19143,Osceola County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19145,Page County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19147,Palo Alto County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19149,Plymouth County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19151,Pocahontas County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19153,Polk County,IA,Iowa,2018,10.3,13.64,1.38,7.83,17,-1,4.27,-1
19155,Pottawattamie County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19157,Poweshiek County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19159,Ringgold County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19161,Sac County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19163,Scott County,IA,Iowa,2018,8,-1,-1,-1,-1,-1,-1,-1
19165,Shelby County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19167,Sioux County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19169,Story County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19171,Tama County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19173,Taylor County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19175,Union County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19177,Van Buren County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19179,Wapello County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19181,Warren County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19183,Washington County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19185,Wayne County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19187,Webster County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19189,Winnebago County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19191,Winneshiek County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19193,Woodbury County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19195,Worth County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
19197,Wright County,IA,Iowa,2018,-1,-1,-1,-1,-1,-1,-1,-1
20001,Allen County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20003,Anderson County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20005,Atchison County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20007,Barber County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20009,Barton County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20011,Bourbon County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20013,Brown County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20015,Butler County,KS,Kansas,2018,-1,-2,-2,-2,-2,-2,-2,-2
20017,Chase County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20019,Chautauqua County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20021,Cherokee County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20023,Cheyenne County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20025,Clark County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20027,Clay County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20029,Cloud County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20031,Coffey County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20033,Comanche County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20035,Cowley County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20037,Crawford County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20039,Decatur County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20041,Dickinson County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20043,Doniphan County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20045,Douglas County,KS,Kansas,2018,-1,-2,-2,-2,-2,-2,-2,-2
20047,Edwards County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20049,Elk County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20051,Ellis County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20053,Ellsworth County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20055,Finney County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20057,Ford County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20059,Franklin County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20061,Geary County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20063,Gove County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20065,Graham County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20067,Grant County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20069,Gray County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20071,Greeley County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20073,Greenwood County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20075,Hamilton County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20077,Harper County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20079,Harvey County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20081,Haskell County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20083,Hodgeman County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20085,Jackson County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20087,Jefferson County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20089,Jewell County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20091,Johnson County,KS,Kansas,2018,11.77,15.47,1.86,8.4,12.7,-1,8.67,-1
20093,Kearny County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20095,Kingman County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20097,Kiowa County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20099,Labette County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20101,Lane County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20103,Leavenworth County,KS,Kansas,2018,-1,-2,-2,-2,-2,-2,-2,-2
20105,Lincoln County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20107,Linn County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20109,Logan County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20111,Lyon County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20113,McPherson County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20115,Marion County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20117,Marshall County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20119,Meade County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20121,Miami County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20123,Mitchell County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20125,Montgomery County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20127,Morris County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20129,Morton County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20131,Nemaha County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20133,Neosho County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20135,Ness County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20137,Norton County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20139,Osage County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20141,Osborne County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20143,Ottawa County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20145,Pawnee County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20147,Phillips County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20149,Pottawatomie County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20151,Pratt County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20153,Rawlins County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20155,Reno County,KS,Kansas,2018,-1,-2,-2,-2,-2,-2,-2,-2
20157,Republic County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20159,Rice County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20161,Riley County,KS,Kansas,2018,-1,-2,-2,-2,-2,-2,-2,-2
20163,Rooks County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20165,Rush County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20167,Russell County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20169,Saline County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20171,Scott County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20173,Sedgwick County,KS,Kansas,2018,6.58,8,2.5,2.27,-1,7.8,-1,-1
20175,Seward County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20177,Shawnee County,KS,Kansas,2018,4.36,-1,-1,-1,-1,-1,-1,-1
20179,Sheridan County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20181,Sherman County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20183,Smith County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20185,Stafford County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20187,Stanton County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20189,Stevens County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20191,Sumner County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20193,Thomas County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20195,Trego County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20197,Wabaunsee County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20199,Wallace County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20201,Washington County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20203,Wichita County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20205,Wilson County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20207,Woodson County,KS,Kansas,2018,-2,-2,-2,-2,-2,-2,-2,-2
20209,Wyandotte County,KS,Kansas,2018,4.35,5.58,1.4,-1,-1,-1,-1,-1
21001,Adair County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21003,Allen County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21005,Anderson County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21007,Ballard County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21009,Barren County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21011,Bath County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21013,Bell County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21015,Boone County,KY,Kentucky,2018,-1,-2,-2,-2,-2,-2,-2,-2
21017,Bourbon County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21019,Boyd County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21021,Boyle County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21023,Bracken County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21025,Breathitt County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21027,Breckinridge County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21029,Bullitt County,KY,Kentucky,2018,-1,-2,-2,-2,-2,-2,-2,-2
21031,Butler County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21033,Caldwell County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21035,Calloway County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21037,Campbell County,KY,Kentucky,2018,2,-1,-1,-1,-1,-1,-1,-1
21039,Carlisle County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21041,Carroll County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21043,Carter County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21045,Casey County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21047,Christian County,KY,Kentucky,2018,0.83,-1,-1,-1,-1,-1,-1,-1
21049,Clark County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21051,Clay County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21053,Clinton County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21055,Crittenden County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21057,Cumberland County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21059,Daviess County,KY,Kentucky,2018,-1,-2,-2,-2,-2,-2,-2,-2
21061,Edmonson County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21063,Elliott County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21065,Estill County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21067,Fayette County,KY,Kentucky,2018,3.56,3.78,2,-1,2.84,-1,-1,-1
21069,Fleming County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21071,Floyd County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21073,Franklin County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21075,Fulton County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21077,Gallatin County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21079,Garrard County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21081,Grant County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21083,Graves County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21085,Grayson County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21087,Green County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21089,Greenup County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21091,Hancock County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21093,Hardin County,KY,Kentucky,2018,2.88,-1,-1,-1,-1,-1,-1,-1
21095,Harlan County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21097,Harrison County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21099,Hart County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21101,Henderson County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21103,Henry County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21105,Hickman County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21107,Hopkins County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21109,Jackson County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21111,Jefferson County,KY,Kentucky,2018,3.37,3.9,0.96,1.52,4.14,4.12,3.21,3.9
21113,Jessamine County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21115,Johnson County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21117,Kenton County,KY,Kentucky,2018,1.7,-1,-1,-1,-1,-1,-1,-1
21119,Knott County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21121,Knox County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21123,Larue County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21125,Laurel County,KY,Kentucky,2018,-1,-2,-2,-2,-2,-2,-2,-2
21127,Lawrence County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21129,Lee County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21131,Leslie County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21133,Letcher County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21135,Lewis County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21137,Lincoln County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21139,Livingston County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21141,Logan County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21143,Lyon County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21145,McCracken County,KY,Kentucky,2018,-1,-2,-2,-2,-2,-2,-2,-2
21147,McCreary County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21149,McLean County,KY,Kentucky,2018,-2,-2,-2,-2,-2,-2,-2,-2
21151,Madison County,KY,Kentucky,2018,3.4,-1,-1,-1,-1,-1,-1,-1
