GEO ID,County,State Abbreviation,State,Year,County PrEP-to-Need Ratio,Male PrEP-to-Need Ratio,Female PrEP-to-Need Ratio,Age LE 24 PrEP-to-Need Ratio,Age 25-34 PrEP-to-Need Ratio,Age 35-44 PrEP-to-Need Ratio,Age 45-54 PrEP-to-Need Ratio,Age 55+ PrEP-to-Need Ratio
31059,Fillmore County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31061,Franklin County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31063,Frontier County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31065,Furnas County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31067,Gage County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31069,Garden County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31071,Garfield County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31073,Gosper County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31075,Grant County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31077,Greeley County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31079,Hall County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31081,Hamilton County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31083,Harlan County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31085,Hayes County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31087,Hitchcock County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31089,Holt County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31091,Hooker County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31093,Howard County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31095,Jefferson County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31097,Johnson County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31099,Kearney County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31101,Keith County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31103,Keya Paha County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31105,Kimball County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31107,Knox County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31109,Lancaster County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31111,Lincoln County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31113,Logan County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31115,Loup County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31117,McPherson County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31119,Madison County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31121,Merrick County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31123,Morrill County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31125,Nance County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31127,Nemaha County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31129,Nuckolls County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31131,Otoe County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31133,Pawnee County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31135,Perkins County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31137,Phelps County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31139,Pierce County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31141,Platte County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31143,Polk County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31145,Red Willow County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31147,Richardson County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31149,Rock County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31151,Saline County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31153,Sarpy County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31155,Saunders County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31157,Scotts Bluff County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31159,Seward County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31161,Sheridan County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31163,Sherman County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31165,Sioux County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31167,Stanton County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31169,Thayer County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31171,Thomas County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31173,Thurston County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31175,Valley County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31177,Washington County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31179,Wayne County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31181,Webster County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31183,Wheeler County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
31185,York County,NE,Nebraska,2018,-2,-2,-2,-2,-2,-2,-2,-2
32001,Churchill County,NV,Nevada,2018,-1,-1,-1,-1,-1,-1,-1,-1
32003,Clark County,NV,Nevada,2018,2.26,2.42,1,1.47,2.08,3.42,2.97,1.29
32005,Douglas County,NV,Nevada,2018,-1,-1,-1,-1,-1,-1,-1,-1
32007,Elko County,NV,Nevada,2018,-1,-1,-1,-1,-1,-1,-1,-1
32009,Esmeralda County,NV,Nevada,2018,-1,-1,-1,-1,-1,-1,-1,-1
32011,Eureka County,NV,Nevada,2018,-1,-1,-1,-1,-1,-1,-1,-1
32013,Humboldt County,NV,Nevada,2018,-1,-1,-1,-1,-1,-1,-1,-1
32015,Lander County,NV,Nevada,2018,-1,-1,-1,-1,-1,-1,-1,-1
32017,Lincoln County,NV,Nevada,2018,-1,-1,-1,-1,-1,-1,-1,-1
32019,Lyon County,NV,Nevada,2018,-1,-1,-1,-1,-1,-1,-1,-1
32021,Mineral County,NV,Nevada,2018,-1,-1,-1,-1,-1,-1,-1,-1
32023,Nye County,NV,Nevada,2018,-1,-1,-1,-1,-1,-1,-1,-1
32027,Pershing County,NV,Nevada,2018,-1,-1,-1,-1,-1,-1,-1,-1
32029,Storey County,NV,Nevada,2018,-1,-1,-1,-1,-1,-1,-1,-1
32031,Washoe County,NV,Nevada,2018,5.74,-1,-1,-1,6.14,7,5.57,-1
32033,White Pine County,NV,Nevada,2018,-1,-1,-1,-1,-1,-1,-1,-1
32510,Carson City,NV,Nevada,2018,-1,-1,-1,-1,-1,-1,-1,-1
33001,Belknap County,NH,New Hampshire,2018,-1,-2,-2,-2,-2,-2,-2,-2
33003,Carroll County,NH,New Hampshire,2018,-1,-2,-2,-2,-2,-2,-2,-2
33005,Cheshire County,NH,New Hampshire,2018,-1,-2,-2,-2,-2,-2,-2,-2
33007,Coos County,NH,New Hampshire,2018,-1,-2,-2,-2,-2,-2,-2,-2
33009,Grafton County,NH,New Hampshire,2018,-1,-2,-2,-2,-2,-2,-2,-2
33011,Hillsborough County,NH,New Hampshire,2018,9.79,-2,-2,-2,-2,-2,-2,-2
33013,Merrimack County,NH,New Hampshire,2018,-1,-2,-2,-2,-2,-2,-2,-2
33015,Rockingham County,NH,New Hampshire,2018,-1,-2,-2,-2,-2,-2,-2,-2
33017,Strafford County,NH,New Hampshire,2018,-1,-2,-2,-2,-2,-2,-2,-2
33019,Sullivan County,NH,New Hampshire,2018,-1,-2,-2,-2,-2,-2,-2,-2
34001,Atlantic County,NJ,New Jersey,2018,2.3,2.62,1,-1,2.16,-1,1.5,0.89
34003,Bergen County,NJ,New Jersey,2018,8.65,-1,-1,-1,15.69,10.4,4.23,-1
34005,Burlington County,NJ,New Jersey,2018,4.17,6,0.69,5.14,6.07,5.71,1.86,2.6
34007,Camden County,NJ,New Jersey,2018,4.02,4.62,1.62,3.25,4.31,4.64,5.43,2.43
34009,Cape May County,NJ,New Jersey,2018,-1,-1,-1,-1,-1,-1,-1,-1
34011,Cumberland County,NJ,New Jersey,2018,4.62,6.88,1,-1,-1,2.4,-1,-1
34013,Essex County,NJ,New Jersey,2018,1.66,2.26,0.56,1.82,2.21,1.73,1.39,0.85
34015,Gloucester County,NJ,New Jersey,2018,8.79,-1,-1,-1,8.67,-1,-1,-1
34017,Hudson County,NJ,New Jersey,2018,4.03,4.63,1.15,2.25,4.24,5.73,4.61,2.94
34019,Hunterdon County,NJ,New Jersey,2018,8.57,-1,-1,-1,-1,-1,-1,-1
34021,Mercer County,NJ,New Jersey,2018,4.02,5.81,0.5,-1,6.36,2.77,4,-1
34023,Middlesex County,NJ,New Jersey,2018,6.65,7.91,2,5.33,7.37,8.4,6.91,4.5
34025,Monmouth County,NJ,New Jersey,2018,8.5,10.1,1.57,9.6,9.69,13.6,9.33,3.33
34027,Morris County,NJ,New Jersey,2018,8.13,-1,-1,-1,8.08,9.4,-1,2.13
34029,Ocean County,NJ,New Jersey,2018,7.74,-1,-1,-1,7.4,10.17,-1,3.8
34031,Passaic County,NJ,New Jersey,2018,4.45,5.23,2.29,6.63,6.86,4.33,3,1.33
34033,Salem County,NJ,New Jersey,2018,-1,-1,-1,-1,-1,-1,-1,-1
34035,Somerset County,NJ,New Jersey,2018,5.89,-1,-1,3.63,7.56,6.5,-1,-1
34037,Sussex County,NJ,New Jersey,2018,7.71,-1,-1,-1,-1,-1,-1,-1
34039,Union County,NJ,New Jersey,2018,4.26,5.25,1.32,5.89,5.91,5.36,2.72,1.25
34041,Warren County,NJ,New Jersey,2018,-1,-1,-1,-1,-1,-1,-1,-1
35001,Bernalillo County,NM,New Mexico,2018,11.81,13.81,2,7.11,13.64,17.2,-1,-1
35003,Catron County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35005,Chaves County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35006,Cibola County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35007,Colfax County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35009,Curry County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35011,De Baca County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35013,Doña Ana County,NM,New Mexico,2018,3.83,-1,-1,-1,-1,-1,-1,1
35015,Eddy County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35017,Grant County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35019,Guadalupe County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35021,Harding County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35023,Hidalgo County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35025,Lea County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35027,Lincoln County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35028,Los Alamos County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35029,Luna County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35031,McKinley County,NM,New Mexico,2018,0.69,-1,-1,-1,-1,-1,-1,-1
35033,Mora County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35035,Otero County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35037,Quay County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35039,Rio Arriba County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35041,Roosevelt County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35043,Sandoval County,NM,New Mexico,2018,12.6,-1,-1,-1,-1,-1,-1,-1
35045,San Juan County,NM,New Mexico,2018,4.14,-1,-1,-1,-1,-1,-1,-1
35047,San Miguel County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35049,Santa Fe County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35051,Sierra County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35053,Socorro County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35055,Taos County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35057,Torrance County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35059,Union County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
35061,Valencia County,NM,New Mexico,2018,-1,-1,-1,-1,-1,-1,-1,-1
36001,Albany County,NY,New York,2018,9.41,10.59,5,6.2,8.14,-1,10.4,-1
36003,Allegany County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36005,Bronx County,NY,New York,2018,3.78,4.09,2.96,3.51,4.34,3.74,3.75,2.92
36007,Broome County,NY,New York,2018,6.93,-1,-1,2.5,-1,-1,-1,-1
36009,Cattaraugus County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36011,Cayuga County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36013,Chautauqua County,NY,New York,2018,4.67,-1,-1,-1,-1,-1,-1,-1
36015,Chemung County,NY,New York,2018,10.5,-1,-1,-1,-1,-1,-1,-1
36017,Chenango County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36019,Clinton County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36021,Columbia County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36023,Cortland County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36025,Delaware County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36027,Dutchess County,NY,New York,2018,20.08,-1,-1,11.2,-1,-1,-1,-1
36029,Erie County,NY,New York,2018,6.08,7.33,2.67,7.93,7.19,5.26,4.05,5.83
36031,Essex County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36033,Franklin County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36035,Fulton County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36037,Genesee County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36039,Greene County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36041,Hamilton County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36043,Herkimer County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36045,Jefferson County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36047,Kings County,NY,New York,2018,8.37,9.91,2.96,4.55,12.55,10.97,6.29,2.2
36049,Lewis County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36051,Livingston County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36053,Madison County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36055,Monroe County,NY,New York,2018,12.55,14.38,6.14,10.71,25.29,14.8,6.33,7.63
36057,Montgomery County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36059,Nassau County,NY,New York,2018,11.28,14.29,2.43,10.86,21.14,12.5,6.18,3.75
36061,New York County,NY,New York,2018,23.43,25.15,7.67,11.27,25.4,29.49,27.98,19.11
36063,Niagara County,NY,New York,2018,13.43,-1,-1,-1,-1,-1,-1,-1
36065,Oneida County,NY,New York,2018,10,-1,-1,-1,-1,4,-1,-1
36067,Onondaga County,NY,New York,2018,15.43,19.8,4.67,10,15.56,-1,-1,-1
36069,Ontario County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36071,Orange County,NY,New York,2018,8.48,10.95,2.63,-1,7.91,-1,7.4,-1
36073,Orleans County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36075,Oswego County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36077,Otsego County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36079,Putnam County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36081,Queens County,NY,New York,2018,6.7,7.64,2.56,4.46,7.73,9.09,5.97,3.36
36083,Rensselaer County,NY,New York,2018,12.5,-1,-1,-1,-1,-1,-1,-1
36085,Richmond County,NY,New York,2018,8.92,10.96,3.3,-1,11,12.67,7,-1
36087,Rockland County,NY,New York,2018,6.42,7.89,2.57,-1,-1,6.4,4,1.29
36089,St. Lawrence County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36091,Saratoga County,NY,New York,2018,25.6,22.8,-1,-1,-1,-1,-1,-1
36093,Schenectady County,NY,New York,2018,8.86,-1,-1,-1,-1,-1,-1,-1
36095,Schoharie County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36097,Schuyler County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36099,Seneca County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36101,Steuben County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36103,Suffolk County,NY,New York,2018,11.08,13.23,3,19.33,10.6,13.07,8.67,7.42
36105,Sullivan County,NY,New York,2018,7,-1,-1,-1,-1,-1,-1,-1
36107,Tioga County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36109,Tompkins County,NY,New York,2018,8,7.57,-1,-1,-1,-1,-1,-1
36111,Ulster County,NY,New York,2018,13.44,-1,-1,-1,-1,-1,-1,-1
36113,Warren County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36115,Washington County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36117,Wayne County,NY,New York,2018,10.6,9.8,-1,-1,-1,-1,-1,-1
36119,Westchester County,NY,New York,2018,7.13,8.83,2.56,5,11.47,6.28,7.56,4.87
36121,Wyoming County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
36123,Yates County,NY,New York,2018,-1,-1,-1,-1,-1,-1,-1,-1
37001,Alamance County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37003,Alexander County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37005,Alleghany County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37007,Anson County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37009,Ashe County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37011,Avery County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37013,Beaufort County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37015,Bertie County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37017,Bladen County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37019,Brunswick County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37021,Buncombe County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37023,Burke County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37025,Cabarrus County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37027,Caldwell County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37029,Camden County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37031,Carteret County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37033,Caswell County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37035,Catawba County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37037,Chatham County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37039,Cherokee County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37041,Chowan County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37043,Clay County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37045,Cleveland County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37047,Columbus County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37049,Craven County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37051,Cumberland County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37053,Currituck County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37055,Dare County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37057,Davidson County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37059,Davie County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37061,Duplin County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37063,Durham County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37065,Edgecombe County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37067,Forsyth County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37069,Franklin County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37071,Gaston County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37073,Gates County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37075,Graham County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37077,Granville County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37079,Greene County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37081,Guilford County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37083,Halifax County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37085,Harnett County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37087,Haywood County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37089,Henderson County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37091,Hertford County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37093,Hoke County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37095,Hyde County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37097,Iredell County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37099,Jackson County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37101,Johnston County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37103,Jones County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37105,Lee County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37107,Lenoir County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37109,Lincoln County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37111,McDowell County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37113,Macon County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37115,Madison County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37117,Martin County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37119,Mecklenburg County,NC,North Carolina,2018,2.79,-2,-2,-2,-2,-2,-2,-2
37121,Mitchell County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37123,Montgomery County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37125,Moore County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37127,Nash County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37129,New Hanover County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37131,Northampton County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37133,Onslow County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37135,Orange County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37137,Pamlico County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37139,Pasquotank County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37141,Pender County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37143,Perquimans County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37145,Person County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37147,Pitt County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37149,Polk County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37151,Randolph County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37153,Richmond County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37155,Robeson County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37157,Rockingham County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37159,Rowan County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37161,Rutherford County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37163,Sampson County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37165,Scotland County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37167,Stanly County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37169,Stokes County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37171,Surry County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37173,Swain County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37175,Transylvania County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37177,Tyrrell County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37179,Union County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37181,Vance County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37183,Wake County,NC,North Carolina,2018,4.11,-2,-2,-2,-2,-2,-2,-2
37185,Warren County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37187,Washington County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37189,Watauga County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37191,Wayne County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37193,Wilkes County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37195,Wilson County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
37197,Yadkin County,NC,North Carolina,2018,-2,-2,-2,-2,-2,-2,-2,-2
